alumno,carrera,sexo,calidad
17020,Curso de Ingreso UNViMe,M,A
17021,Profesorado de Educación Primaria,M,A
17022,Licenciatura en Enfermería,F,A
17023,Licenciatura en Enfermería,F,A
17024,Curso de Ingreso UNViMe,F,A
17025,Licenciatura en Kinesiología y Fisiatría,F,A
17026,Curso de Ingreso UNViMe,F,A
17027,Licenciatura en Logística,F,A
17028,Curso de Ingreso UNViMe,F,A
17029,Licenciatura en Logística,M,A
17030,Curso de Ingreso UNViMe,M,A
17031,Licenciatura en Kinesiología y Fisiatría,F,A
17032,Curso de Ingreso UNViMe,F,A
17033,Tecnicatura Universitaria en Marketing Cultural y Deportivo,F,A
17034,Curso de Ingreso UNViMe,F,A
17035,Licenciatura en Diseño de Comunicación,F,A
17036,Licenciatura en Enfermería,F,A
17037,Curso de Ingreso UNViMe,F,A
17038,Licenciatura en Enfermería,F,A
17039,Curso de Ingreso UNViMe,F,A
17040,Programador Universitario de Sistemas,M,A
17041,Curso de Ingreso UNViMe,M,A
17042,Licenciatura en Enfermería,F,A
17043,Curso de Ingreso UNViMe,F,A
17044,Licenciatura en Kinesiología y Fisiatría,F,A
17045,Curso de Ingreso UNViMe,F,A
17046,Licenciatura en Enfermería,F,A
17047,Curso de Ingreso UNViMe,F,A
17048,Licenciatura en Economía,F,A
17049,Curso de Ingreso UNViMe,F,A
17050,Ingeniería en Sistemas de Información,F,A
17051,Curso de Ingreso UNViMe,F,A
17052,Tecnicatura Superior en Gestión Ambiental,F,A
17053,Curso de Ingreso UNViMe,F,A
17054,Licenciatura en Enfermería,F,A
17055,Curso de Ingreso UNViMe,F,A
17056,Licenciatura en Enfermería,F,A
17057,Licenciatura en Logística,F,A
17058,Curso de Ingreso UNViMe,F,A
17059,Licenciatura en Enfermería,F,A
17060,Licenciatura en Enfermería,F,A
17061,Curso de Ingreso UNViMe,F,A
17062,Licenciatura en Enfermería,M,A
17063,Curso de Ingreso UNViMe,M,A
17064,Licenciatura en Enfermería,F,A
17065,Licenciatura en Enfermería,F,A
17066,Curso de Ingreso UNViMe,F,A
17067,Licenciatura en Enfermería,M,A
17068,Curso de Ingreso UNViMe,M,A
17069,Licenciatura en Enfermería,F,A
17070,Ingeniería en Sistemas de Información,M,A
17071,Programador Universitario de Sistemas,M,A
17072,Curso de Ingreso UNViMe,M,A
17073,Licenciatura en Enfermería,F,A
17074,Licenciatura en Enfermería,F,A
17075,Curso de Ingreso UNViMe,F,A
17076,Licenciatura en Kinesiología y Fisiatría,F,A
17077,Curso de Ingreso UNViMe,F,A
17078,Licenciatura en Kinesiología y Fisiatría,M,A
17079,Curso de Ingreso UNViMe,M,A
17080,Licenciatura en Diseño de Comunicación,M,A
17081,Curso de Ingreso UNViMe,M,A
17082,Ingeniería en Sistemas de Información,M,A
17083,Curso de Ingreso UNViMe,M,A
17084,Profesorado de Educación Primaria,M,A
17085,Curso de Ingreso UNViMe,M,A
17086,Licenciatura en Kinesiología y Fisiatría,F,A
17087,Curso de Ingreso UNViMe,F,A
17088,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
17089,Ingeniería en Sistemas de Información,M,A
17090,Curso de Ingreso UNViMe,M,A
17091,Licenciatura en Economía,F,A
17092,Curso de Ingreso UNViMe,F,A
17093,Ingeniería en Sistemas de Información,M,A
17094,Curso de Ingreso UNViMe,M,A
17095,Licenciatura en Enfermería,M,A
17096,Curso de Ingreso UNViMe,M,A
17097,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
17098,Curso de Ingreso UNViMe,F,A
17099,Licenciatura en Enfermería,F,A
17100,Curso de Ingreso UNViMe,F,A
17101,Ingeniería en Sistemas de Información,M,A
17102,Curso de Ingreso UNViMe,M,A
17103,Licenciatura en Kinesiología y Fisiatría,F,A
17104,Curso de Ingreso UNViMe,F,A
17105,Profesorado de Educación Inicial,F,A
17106,Curso de Ingreso UNViMe,F,A
17107,Bioingeniería,M,A
17108,Curso de Ingreso UNViMe,M,A
17109,Ingeniería en Sistemas de Información,M,A
17110,Ingeniería en Sistemas de Información,M,A
17111,Curso de Ingreso UNViMe,M,A
17112,Programador Universitario de Sistemas,M,A
17113,Curso de Ingreso UNViMe,M,A
17114,Ingeniería en Sistemas de Información,M,A
17115,Licenciatura en Enfermería,F,A
17116,Curso de Ingreso UNViMe,F,A
17117,Profesorado de Educación Primaria,F,A
17118,Curso de Ingreso UNViMe,F,A
17119,Profesorado de Educación Inicial,F,A
17120,Curso de Ingreso UNViMe,F,A
17121,Licenciatura en Enfermería,F,A
17122,Licenciatura en Diseño de Comunicación,F,A
17123,Curso de Ingreso UNViMe,F,A
17124,Licenciatura en Diseño de Comunicación,F,A
17125,Curso de Ingreso UNViMe,F,A
17126,Licenciatura en Enfermería,F,A
17127,Curso de Ingreso UNViMe,F,A
17128,Bioingeniería,F,A
17129,Curso de Ingreso UNViMe,F,A
17130,Ingeniería en Sistemas de Información,M,A
17131,Curso de Ingreso UNViMe,M,A
17132,Ingeniería en Sistemas de Información,M,A
17133,Curso de Ingreso UNViMe,M,A
17134,Licenciatura en Logística,M,A
17135,Curso de Ingreso UNViMe,M,A
17136,Ingeniería en Sistemas de Información,M,A
17137,Curso de Ingreso UNViMe,M,A
17138,Ingeniería en Sistemas de Información,M,A
17139,Curso de Ingreso UNViMe,M,A
17140,Licenciatura en Enfermería,M,A
17141,Curso de Ingreso UNViMe,M,A
17142,Licenciatura en Obstetricia,F,A
17143,Curso de Ingreso UNViMe,F,A
17144,Ingeniería en Sistemas de Información,M,A
17145,Curso de Ingreso UNViMe,M,A
17146,Profesorado de Educación Inicial,F,A
17147,Curso de Ingreso UNViMe,F,A
17148,Licenciatura en Kinesiología y Fisiatría,F,A
17149,Curso de Ingreso UNViMe,F,A
17150,Tecnicatura Universitaria en Gestión Deportiva,M,A
17151,Curso de Ingreso UNViMe,M,A
17152,Licenciatura en Enfermería,F,A
17153,Curso de Ingreso UNViMe,F,A
17156,Profesorado de Educación Inicial,F,A
17157,Licenciatura en Kinesiología y Fisiatría,M,A
17158,Curso de Ingreso UNViMe,M,A
17159,Ingeniería en Sistemas de Información,M,A
17160,Curso de Ingreso UNViMe,M,A
17161,Licenciatura en Enfermería,F,A
17162,Curso de Ingreso UNViMe,F,A
17163,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
17164,Curso de Ingreso UNViMe,M,A
17165,Licenciatura en Logística,F,A
17166,Curso de Ingreso UNViMe,F,A
17167,Ingeniería en Sistemas de Información,M,A
17168,Curso de Ingreso UNViMe,M,A
17169,Licenciatura en Enfermería,F,A
17170,Curso de Ingreso UNViMe,F,A
17171,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
17172,Curso de Ingreso UNViMe,F,A
17173,Licenciatura en Economía,F,A
17174,Curso de Ingreso UNViMe,F,A
17175,Profesorado de Educación Inicial,F,A
17176,Profesorado de Educación Primaria,F,A
17177,Licenciatura en Kinesiología y Fisiatría,M,A
17178,Curso de Ingreso UNViMe,M,A
17179,Licenciatura en Obstetricia,F,A
17180,Curso de Ingreso UNViMe,F,A
17181,Licenciatura en Kinesiología y Fisiatría,F,A
17182,Curso de Ingreso UNViMe,F,A
17183,Licenciatura en Kinesiología y Fisiatría,F,A
17184,Curso de Ingreso UNViMe,F,A
17185,Licenciatura en Kinesiología y Fisiatría,M,A
17186,Curso de Ingreso UNViMe,M,A
17187,Licenciatura en Obstetricia,F,A
17188,Ingeniería en Sistemas de Información,F,A
17189,Curso de Ingreso UNViMe,F,A
17190,Licenciatura en Enfermería,M,A
17191,Curso de Ingreso UNViMe,M,A
17192,Licenciatura en Logística,F,A
17193,Curso de Ingreso UNViMe,F,A
17194,Profesorado de Educación Inicial,F,A
17195,Curso de Ingreso UNViMe,F,A
17196,Licenciatura en Enfermería,F,A
17197,Curso de Ingreso UNViMe,F,A
17198,Licenciatura en Enfermería,F,A
17199,Curso de Ingreso UNViMe,F,A
17200,Licenciatura en Obstetricia,F,A
17201,Curso de Ingreso UNViMe,F,A
17202,Programador Universitario de Sistemas,M,A
17203,Curso de Ingreso UNViMe,M,A
17204,Programador Universitario de Sistemas,M,A
17205,Curso de Ingreso UNViMe,M,A
17206,Licenciatura en Obstetricia,F,A
17207,Curso de Ingreso UNViMe,F,A
17208,Licenciatura en Enfermería,F,A
17209,Tecnicatura Universitaria en Marketing Cultural y Deportivo,M,A
17210,Curso de Ingreso UNViMe,M,A
17212,Curso de Ingreso UNViMe,M,A
17213,Licenciatura en Enfermería,F,A
17214,Curso de Ingreso UNViMe,F,A
17215,Licenciatura en Logística,F,A
17216,Curso de Ingreso UNViMe,F,A
17217,Licenciatura en Obstetricia,F,A
17218,Curso de Ingreso UNViMe,F,A
17219,Licenciatura en Enfermería,F,A
17220,Licenciatura en Enfermería,F,A
17221,Licenciatura en Enfermería,F,A
17222,Profesorado de Educación Inicial,F,A
17223,Curso de Ingreso UNViMe,F,A
17224,Licenciatura en Obstetricia,F,A
17225,Curso de Ingreso UNViMe,F,A
17226,Licenciatura en Enfermería,F,A
17227,Curso de Ingreso UNViMe,F,A
17228,Ingeniería en Sistemas de Información,F,A
17229,Curso de Ingreso UNViMe,F,A
17230,Licenciatura en Enfermería,F,A
17231,Curso de Ingreso UNViMe,F,A
17232,Licenciatura en Enfermería,F,A
17233,Curso de Ingreso UNViMe,F,A
17234,Licenciatura en Diseño de Comunicación,F,A
17235,Curso de Ingreso UNViMe,F,A
17236,Licenciatura en Enfermería,F,A
17237,Curso de Ingreso UNViMe,F,A
17238,Licenciatura en Enfermería,F,A
17239,Curso de Ingreso UNViMe,F,A
17240,Licenciatura en Enfermería,F,A
17241,Curso de Ingreso UNViMe,F,A
17242,Licenciatura en Enfermería,F,A
17243,Curso de Ingreso UNViMe,F,A
17244,Profesorado de Educación Inicial,F,A
17245,Curso de Ingreso UNViMe,F,A
17246,Profesorado de Educación Primaria,F,A
17247,Curso de Ingreso UNViMe,F,A
17248,Ingeniería en Sistemas de Información,M,A
17249,Curso de Ingreso UNViMe,M,A
17250,Ingeniería en Sistemas de Información,M,A
17251,Curso de Ingreso UNViMe,M,A
17252,Licenciatura en Kinesiología y Fisiatría,M,A
17253,Curso de Ingreso UNViMe,M,A
17254,Licenciatura en Logística,M,A
17255,Curso de Ingreso UNViMe,M,A
17256,Licenciatura en Logística,F,A
17257,Curso de Ingreso UNViMe,F,A
17258,Licenciatura en Obstetricia,F,A
17259,Curso de Ingreso UNViMe,F,A
17260,Licenciatura en Enfermería,F,A
17261,Curso de Ingreso UNViMe,F,A
17262,Tecnicatura Universitaria en Marketing Cultural y Deportivo,M,A
17263,Curso de Ingreso UNViMe,M,A
17264,Programador Universitario de Sistemas,M,A
17265,Curso de Ingreso UNViMe,M,A
17266,Licenciatura en Kinesiología y Fisiatría,F,A
17267,Curso de Ingreso UNViMe,F,A
17268,Licenciatura en Obstetricia,F,A
17269,Curso de Ingreso UNViMe,F,A
17270,Licenciatura en Kinesiología y Fisiatría,M,A
17271,Curso de Ingreso UNViMe,M,A
17272,Tecnicatura Universitaria en Marketing Cultural y Deportivo,F,A
17273,Curso de Ingreso UNViMe,F,A
17274,Licenciatura en Logística,M,A
17275,Curso de Ingreso UNViMe,M,A
17276,Licenciatura en Enfermería,F,A
17277,Curso de Ingreso UNViMe,F,A
17278,Programador Universitario de Sistemas,M,A
17279,Curso de Ingreso UNViMe,M,A
17280,Licenciatura en Enfermería,F,A
17281,Curso de Ingreso UNViMe,F,A
17282,Ingeniería en Sistemas de Información,M,A
17283,Curso de Ingreso UNViMe,M,A
17284,Licenciatura en Economía,F,A
17285,Curso de Ingreso UNViMe,F,A
17286,Licenciatura en Enfermería,F,A
17287,Tecnicatura Universitaria en Marketing Cultural y Deportivo,M,A
17288,Curso de Ingreso UNViMe,M,A
17289,Programador Universitario de Sistemas,M,A
17290,Curso de Ingreso UNViMe,M,A
17291,Licenciatura en Enfermería,F,A
17292,Licenciatura en Enfermería,M,A
17293,Curso de Ingreso UNViMe,M,A
17294,Ingeniería en Sistemas de Información,M,A
17295,Profesorado de Educación Inicial,F,A
17296,Curso de Ingreso UNViMe,F,A
17297,Licenciatura en Kinesiología y Fisiatría,F,A
17298,Ingeniería en Sistemas de Información,M,A
17299,Curso de Ingreso UNViMe,M,A
17300,Licenciatura en Enfermería,M,A
17301,Curso de Ingreso UNViMe,M,A
17302,Licenciatura en Obstetricia,F,A
17303,Curso de Ingreso UNViMe,F,A
17304,Bioingeniería,M,A
17305,Curso de Ingreso UNViMe,M,A
17306,Licenciatura en Kinesiología y Fisiatría,F,A
17307,Ingeniería en Sistemas de Información,F,A
17308,Curso de Ingreso UNViMe,F,A
17309,Ingeniería en Sistemas de Información,F,A
17310,Curso de Ingreso UNViMe,F,A
17311,Programador Universitario de Sistemas,F,A
17312,Licenciatura en Enfermería,F,A
17313,Licenciatura en Enfermería,F,A
17314,Licenciatura en Obstetricia,F,A
17315,Curso de Ingreso UNViMe,F,A
17316,Licenciatura en Kinesiología y Fisiatría,F,A
17317,Curso de Ingreso UNViMe,F,A
17318,Licenciatura en Enfermería,F,A
17319,Curso de Ingreso UNViMe,F,A
17320,Licenciatura en Obstetricia,F,A
17321,Curso de Ingreso UNViMe,F,A
17322,Bioingeniería,M,A
17323,Curso de Ingreso UNViMe,M,A
17324,Tecnicatura Universitaria en Marketing Cultural y Deportivo,M,A
17325,Tecnicatura Superior en Gestión Ambiental,F,A
17326,Curso de Ingreso UNViMe,F,A
17327,Licenciatura en Kinesiología y Fisiatría,F,A
17328,Curso de Ingreso UNViMe,F,A
17329,Licenciatura en Kinesiología y Fisiatría,F,A
17330,Curso de Ingreso UNViMe,F,A
17331,Licenciatura en Kinesiología y Fisiatría,M,A
17332,Curso de Ingreso UNViMe,M,A
17333,Licenciatura en Enfermería,M,A
17334,Curso de Ingreso UNViMe,M,A
17335,Licenciatura en Kinesiología y Fisiatría,F,A
17336,Curso de Ingreso UNViMe,F,A
17337,Ingeniería en Sistemas de Información,M,A
17338,Curso de Ingreso UNViMe,M,A
17339,Ingeniería en Sistemas de Información,M,A
17340,Curso de Ingreso UNViMe,M,A
17341,Programador Universitario de Sistemas,M,A
17342,Curso de Ingreso UNViMe,M,A
17343,Licenciatura en Enfermería,F,A
17344,Curso de Ingreso UNViMe,F,A
17345,Licenciatura en Diseño de Comunicación,F,A
17346,Curso de Ingreso UNViMe,F,A
17347,Profesorado de Educación Inicial,F,A
17348,Curso de Ingreso UNViMe,F,A
17349,Licenciatura en Enfermería,F,A
17350,Curso de Ingreso UNViMe,F,A
17351,Licenciatura en Enfermería,F,A
17352,Curso de Ingreso UNViMe,F,A
17353,Licenciatura en Kinesiología y Fisiatría,M,A
17354,Licenciatura en Diseño de Comunicación,F,A
17355,Curso de Ingreso UNViMe,F,A
17356,Licenciatura en Economía,F,A
17357,Curso de Ingreso UNViMe,F,A
17358,Licenciatura en Kinesiología y Fisiatría,F,A
17359,Curso de Ingreso UNViMe,F,A
17360,Licenciatura en Kinesiología y Fisiatría,F,A
17361,Tecnicatura Superior en Gestión Ambiental,F,A
17362,Curso de Ingreso UNViMe,F,A
17364,Curso de Ingreso UNViMe,F,A
17365,Licenciatura en Obstetricia,F,A
17366,Curso de Ingreso UNViMe,F,A
17367,Licenciatura en Kinesiología y Fisiatría,F,A
17368,Curso de Ingreso UNViMe,F,A
17369,Licenciatura en Kinesiología y Fisiatría,F,A
17370,Curso de Ingreso UNViMe,F,A
17371,Licenciatura en Enfermería,M,A
17372,Curso de Ingreso UNViMe,M,A
17373,Ingeniería en Sistemas de Información,M,A
17374,Curso de Ingreso UNViMe,M,A
17375,Licenciatura en Logística,F,A
17376,Curso de Ingreso UNViMe,F,A
17377,Licenciatura en Enfermería,F,A
17378,Curso de Ingreso UNViMe,F,A
17379,Curso de Ingreso UNViMe,F,A
17380,Licenciatura en Kinesiología y Fisiatría,M,A
17381,Curso de Ingreso UNViMe,M,A
17382,Licenciatura en Kinesiología y Fisiatría,F,A
17383,Licenciatura en Kinesiología y Fisiatría,F,A
17384,Curso de Ingreso UNViMe,F,A
17385,Licenciatura en Kinesiología y Fisiatría,F,A
17386,Curso de Ingreso UNViMe,F,A
17387,Licenciatura en Obstetricia,F,A
17388,Curso de Ingreso UNViMe,F,A
17389,Profesorado de Educación Primaria,F,A
17390,Curso de Ingreso UNViMe,F,A
17391,Licenciatura en Enfermería,M,A
17392,Curso de Ingreso UNViMe,M,A
17393,Tecnicatura Superior en Gestión Ambiental,M,A
17394,Curso de Ingreso UNViMe,M,A
17395,Licenciatura en Enfermería,F,A
17396,Curso de Ingreso UNViMe,F,A
17397,Programador Universitario de Sistemas,F,A
17398,Curso de Ingreso UNViMe,F,A
17399,Licenciatura en Enfermería,F,A
17400,Curso de Ingreso UNViMe,F,A
17401,Tecnicatura Superior en Gestión Ambiental,M,A
17402,Curso de Ingreso UNViMe,M,A
17403,Ingeniería en Sistemas de Información,M,A
17404,Curso de Ingreso UNViMe,M,A
17405,Licenciatura en Obstetricia,F,A
17406,Curso de Ingreso UNViMe,F,A
17407,Ingeniería en Sistemas de Información,M,A
17408,Curso de Ingreso UNViMe,M,A
17409,Licenciatura en Enfermería,F,A
17410,Licenciatura en Enfermería,F,A
17411,Curso de Ingreso UNViMe,F,A
17412,Licenciatura en Kinesiología y Fisiatría,F,A
17413,Curso de Ingreso UNViMe,F,A
17414,Licenciatura en Obstetricia,F,A
17415,Curso de Ingreso UNViMe,F,A
17416,Licenciatura en Enfermería,F,A
17418,Curso de Ingreso UNViMe,M,A
17419,Programador Universitario de Sistemas,M,A
17420,Curso de Ingreso UNViMe,M,A
17421,Licenciatura en Kinesiología y Fisiatría,M,A
17422,Curso de Ingreso UNViMe,M,A
17423,Licenciatura en Enfermería,F,A
17424,Curso de Ingreso UNViMe,F,A
17425,Licenciatura en Enfermería,F,A
17426,Curso de Ingreso UNViMe,F,A
17427,Licenciatura en Enfermería,F,A
17428,Curso de Ingreso UNViMe,F,A
17429,Tecnicatura Superior en Gestión Ambiental,F,A
17430,Curso de Ingreso UNViMe,F,A
17431,Licenciatura en Kinesiología y Fisiatría,M,A
17432,Curso de Ingreso UNViMe,M,A
17433,Licenciatura en Kinesiología y Fisiatría,F,A
17434,Curso de Ingreso UNViMe,F,A
17435,Licenciatura en Diseño de Comunicación,F,A
17436,Curso de Ingreso UNViMe,F,A
17438,Curso de Ingreso UNViMe,M,A
17439,Licenciatura en Enfermería,F,A
17440,Curso de Ingreso UNViMe,F,A
17441,Licenciatura en Enfermería,F,A
17442,Curso de Ingreso UNViMe,F,A
17443,Licenciatura en Kinesiología y Fisiatría,F,A
17444,Curso de Ingreso UNViMe,F,A
17445,Programador Universitario de Sistemas,M,A
17446,Curso de Ingreso UNViMe,M,A
17447,Licenciatura en Obstetricia,F,A
17448,Curso de Ingreso UNViMe,F,A
17449,Licenciatura en Kinesiología y Fisiatría,M,A
17450,Curso de Ingreso UNViMe,M,A
17451,Licenciatura en Enfermería,F,A
17452,Curso de Ingreso UNViMe,F,A
17453,Curso de Ingreso UNViMe,F,A
17454,Tecnicatura Universitaria en Marketing Cultural y Deportivo,F,A
17455,Curso de Ingreso UNViMe,F,A
17456,Tecnicatura Universitaria en Gestión Deportiva,F,A
17457,Profesorado de Educación Inicial,F,A
17458,Curso de Ingreso UNViMe,F,A
17459,Profesorado de Educación Inicial,F,A
17460,Curso de Ingreso UNViMe,F,A
17461,Licenciatura en Enfermería,F,A
17462,Curso de Ingreso UNViMe,F,A
17463,Licenciatura en Enfermería,F,A
17464,Curso de Ingreso UNViMe,F,A
17465,Licenciatura en Enfermería,F,A
17466,Licenciatura en Kinesiología y Fisiatría,F,A
17467,Curso de Ingreso UNViMe,F,A
17468,Licenciatura en Kinesiología y Fisiatría,M,A
17469,Curso de Ingreso UNViMe,M,A
17470,Ingeniería en Sistemas de Información,M,A
17471,Curso de Ingreso UNViMe,M,A
17472,Licenciatura en Obstetricia,F,A
17473,Curso de Ingreso UNViMe,F,A
17474,Licenciatura en Enfermería,F,A
17475,Curso de Ingreso UNViMe,F,A
17476,Ingeniería en Sistemas de Información,M,A
17477,Curso de Ingreso UNViMe,M,A
17478,Profesorado de Educación Inicial,F,A
17479,Curso de Ingreso UNViMe,F,A
17480,Licenciatura en Obstetricia,F,A
17481,Curso de Ingreso UNViMe,F,A
17482,Licenciatura en Enfermería,F,A
17483,Curso de Ingreso UNViMe,F,A
17484,Licenciatura en Enfermería,M,A
17485,Curso de Ingreso UNViMe,M,A
17486,Ingeniería en Sistemas de Información,M,A
17487,Licenciatura en Obstetricia,F,A
17488,Curso de Ingreso UNViMe,F,A
17491,Licenciatura en Kinesiología y Fisiatría,F,A
17492,Curso de Ingreso UNViMe,F,A
17493,Licenciatura en Economía,M,A
17494,Curso de Ingreso UNViMe,M,A
17495,Licenciatura en Enfermería,F,A
17496,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
17497,Curso de Ingreso UNViMe,F,A
17498,Bioingeniería,M,A
17499,Curso de Ingreso UNViMe,M,A
17500,Licenciatura en Obstetricia,F,A
17501,Curso de Ingreso UNViMe,F,A
17502,Licenciatura en Enfermería,F,A
17503,Curso de Ingreso UNViMe,F,A
17504,Licenciatura en Obstetricia,F,A
